prepro,encoding
can you tell me how is annual census of india under census act differe from npr,0
lord shri krishna is the ultimate example to follow,0
mr though those feminist flims are no good but listen it s not with marzi watch the scene again and such character are not an issue there are people like this problem is people laughing and appreciating it,2
when will i see your sexy video,0
she is a dangerous eleme for our coury kindly expose her,0
these liberals are destroying creati storytelling and imposing their hypocrpt ideology,2
finally got a logical review,0
why gorenmemt did put her in jail for doing ai coury activity,0
perfect dude but i like your t shirt first,0
so basically is tere naam s radhe on drugs,0
i proud of my self i am lesbian,0
i m not a feminist i hate lust stories more shots please de de pyar de veere do wedding n so many i also hate extra marital pre marital sex but i really disappoied with that scene when her father sees them on the terrace when she tells their pares that they ha e it so many times when he explains his father that they were is their so called private space we are not supposed to do such things in fro of our pares not girls or boys it is same for eryone,1
after bhagat jehangir is a national hero,0
where is movie review,0
arundhati roy is a real fiction heroine with no base,0
seems like you ha also watched sucharita s review hower as a female i would ha certainly waed the lead actress to ha bit stronger character but critically speaking this movie is solely based on an individual s story the name itself is kabir singh secondly we ha seen such rowdy and complicated female characters in hindi movies just like tannu s character now without taking any sides i would like to state that movies should be watched critically and should ner ha emotional connection if we wa to review and i agree with your review and your explanation of the movie this time i honestly watched the movie before watching any reviews and it s a good movie with good character delopme good story line and it s a story of an individual this movie is solely mea for commercial success and i am also not happy about the or critical feminist reviews thanks a lot for this review,0
yes u r right man,0
aur jahan tak baat homosexuals ki hai government should sta new programmes for their treatment,0
i also hated ths movie,1
right bro from dubai,0
please do review on joker which is based on evil of society,0
caa has e one best thing shown the faces of the snakes we are feeding,0
this is literally the best explanation thank you sir,0
all the libtard reviews are like no woman should watch the movie no one should like the movie if anyone likes the movie they are a terrible person en if they are not outrightly saying those statemes that is exactly what they are implying they t care about the s of thousands of women who come out of the theaters saying they lod the movie because they are wrong and only the liberal feminist poi of view is the absolute truth,1
melt down please for hean s sake do not say hyper bowl the word is pronounced hai pur buh lee dizzy disagree i dizz agree with you and with dizzying neck and head mos,0
jass mcald simple kill those bitches system will automatically learn sometimes offence is the best form od defence,2
nice dada u r so cute dad,0
people may criticize pratik borade by saying that he takes movies too seriously and always talks about ideologies instead of focusing on technical aspects but ideology is the most importa thing people in india are influenced by movies more than anything else so if a movie is trying to promote negativity in society subliminally or openly it needs to be called out and criticised openly some will say oh it is just a film but many people do take these movies seriously and it does affect as well as change their lis so though i disagree with pratik regarding some movies i hugely respect what he does filmmakers should not be allowed to create whater bullshit they wa to manipulate minds of youths simply in the name of artistic freedom,1
tike asa bro i like you,0
i like you ry nice,0
i t know how i came here but this channel is great bhai mein dum hai yaar,0
we are a generation of men raised by women i t think a woman is the answer we need brad pitt fight club feminists would be like how dare he say that women are the lifesource of men its disrespectful metoo www youtube com results search query metoo destroymanhood www youtube com results search query destroymanhood daddy www youtube com results search query daddy s princess,1
hello shwetabh gangwar sir i value your opinion in my opinion i t blame bollywood or any external factor it s totally up to us what we watch and what we follow we can t blame others because bollywood is making their future and t care what we are becoming and their is nothing wrong with this so it totally depend on us,0
very true analysis kabir s character was shown irresponsible rich spoilt brat and only survid just because he was having good financial background unlike a commoner,0
feminism ruined marriage and american people hate feminism,2
we t care what feminists say,0
rahman so telling people to lie is telling truth wow what a logic,0
she is a cow dog,0
iam agree with you bro,0
how many of you was to see shwetabh as a director of bollywood movie,0
after few years rape will also become positi activity,0
feminists are the next threat to our coury,2
it is nor char saal like your western sponsor arundhati it is paanch saal in india you are so drunk on your western compensation you forget about indian election time table shame on you,0
m gay n proud of myself,0
feminism is socioeconomic equality no one should rape anyone how bizzare is that feminism is about having equal opportunity and responsibility,0
i can relate this to some exte with us i t understand the moti of this type of girl and their pares they themsels are pares how they can be like this how they inspire their kids to torture other fr no reason what is the purpose of their life it s beyond my understanding,1
waited for this dio because i didn t liked this dio,0
i wa to meet jahangir,0
lallaop hidden army of bjp,0
kutte ki tarah pyar krr rhe hai,2
and yes i hate feminist being awara is their so called freedom,2
best review bro keep it up,0
we need more men like you,0
feminists and liberals are curse to humanity,2
hi dear i am gay boy wa some lesbian friend for genuine friendship and documeary ierview please coact me if any lesbian friend sister wa to gi her ierview,0
nair so only if i support arnab i am indian its as if like all the bjp bhakts are first rated indians rest are not,0
i guess mahatma gandhi did the same during non cooperation as well as civil disobedience against the then gornme,0
this is what will happen if gross injustice is e to people he himself braly surrendered to police too,0
atleast you could ha praised the acting,0
many more beaches in india why not being arrested exposed,0
eagle he also think that but he ner said taht to me,0
crap programme why not arnab corol the speakers gi each one few minutes and mute others all speaking at the same time and which no one understands in a so called debate is his and many other tv anchors speciality plus the annoying flashing lights and banners running across the screen unprofessional to the core i stopped watching after minutes,0
kracken we would lo to know your opinion about veere di wedding how many girls became like those from the movie,1
we should not judge movies and we do not need to follow fictionalized characters,0
se se se it s hearing looking feeling ery bed,0
she might or should be subjected to sometime ranga billa acts and should be subjected to vulnerable situation that she should beg for herself and mercy why she is criticizing and always a face of cororsy such writers always do that make their books famous they can go to any unethical lel they take advaage of mob psychology also such cold blooded people are born to eat the ghee or butter as old saying from the dead ones funeral,2
ramu mondol bad girl,2
such good hindi man really appreciate it,0
brother please do videos in english missing mensutra,0
s rry ry bad chennel your,0
ayushmann is the only actor of value now then rajkumar rao nawaz siddiqui and irfan khan,0
who is she may be she has escaped from some meal hospital,1
shut your mouth and get lost,2
why is arnab holding a debate it s not a debate rather he should be on the right side of panel and let ravish kumar conduct the debate,0
ranga bila roy or so called kutha the arundhati roy has to be arrested on the pota act for spreading wrong information and mislead the people on the census which is a maaai task taken by the gornme,0
sir you are amazing,0
the whole bollywood premise is showing a life people dream about and not realism it s a form of escapism from reality,0
she is castigating our citizens to direspect our coury and its law who kys ga her booker prize she is mocking and insulting our coury and behaving like wicked and crafty woolf shame on you you wamphi q chutyapi kar rahi ho jai hnind jay jagat,0
good job by man,0
what a dedication for making review,0
wow nyc review well explained,0
i say from india parimani mam you are ry beautiful i miss you so much i did the political science honors from jamia milia islamia unirsity i also wish to visit you in bangladesh happy life,0
you are the only smart one here well said people only bitch about indians but art impacts society in ery culture,0
this is not a movie review its a propoganda,1
why this koo koo kutta a follower of koo koo kutti from the mix breed of ranga billa start barking ierrupting the discussion,2
i m also bi boy,0
judgemeal hai kya is differe one u ll like it,0
break the chains dude,0
hamari galti hey humne kungfu kotton ko bhonkne ki azaadi di hamare desh main,0
i am in middle of the video and whater he is saying is apparely but genuinely fact and so i ga up watching bollywood for good since and i am adama its garbage,0
with all due respect sir i t agree with you i hope you take my opinion positily and provide feedback there are many things wrong with this movie like singh marks preeti as his territory without asking her are we all guys not taught to ask girls out properly there are many guys who think it s okay to act this way because preeti did not ha a problem but what if a girl says no guys will take on their ego and harass a girl till she says yes i ha sisters who faced this this sends out a ry wrong message and guys learn it indirectly that s why eryone is fighting for it there are a lot of things wrong with other movies too but lets not take that and defend this movie lets pinpoi stuff if anything is wrong to get better coe which can be eertaining,1
absolutely agree abb they should upgrade there script to logic based movies,0
it s superb bhai,0
i agree woth you,0
no terrorism or any natural calamities would be needed to destroy the mankind if people will like appreciate and idolize such characters destruction will happen automatically eually,1
why t govt prosecute her on the basis misleading the public,0
now all the khan s especially s k are flopping and the rise of great actors is happening,0
please vaiya make a video on shaadi main jaroor aana it is related with erything you said bt some parts in it are a bit unrealistic lo you vaiya,0
please sir action lo,0
i can t understand why some guys are ierested in lesbians let them li their lis and you li yours,1
raaz patra she is speaking the truth ranga and billa,0
thanks brother ankhe khol di amazing explanation,0
strong message to society,0
thought this review would roast feminism again but thankyou for responsibly putting this review brillia,0
your views are biased but the funny thing is you think its not biased,1
feminists modern age facists,1
my friend asked me to see this movie and i am really happy because i did not see,0
bakwaas baate hai ye talking about liberals and feminists is not the issue its about the basic moral values hooting on a guy slapping a woman is not funny molesting a girl just because you are her senior is not funny this is a reality i know but glorifying it is a mistake and such a happy ending of the film made kabir singh a hero which he was totally not what he was doing during the whole film is simply not right and it s you who support all this because for you he is a hero maybe you wa to become like him this film will just mislead the youth shame on eryone who are a part of this stupid film,2
arundhati roy can you please lea india and make your home in the west who adore you,0
she should be thrown out of india crap and crazy idiotic lady,2
we are so lucky to ha our own coury allah ka shukar hai we had a great leader like quaid e azam who foreseen this i li in uk at the mome my indian friends always used to ask me why pakistan was created and if there was no partition of india we could be super power now i tell them this is the reason why pakistan was created pakistan zindabad pakistan ka matlab kya la ilaha illallah pakistan zindabad,0
bhai on fire today,0
koyel di rite and ry nice,0
cmon man accept what is right,0
she best arbitrator in kamatipura sonargachi area settlemes,0
i am desperately waiting for this video,0
hatts off to you,0
leonardo dicaprio purchase his on screen wife in wolf of wallstreet feminists omg leo is so handsome he desers oscar for this shahid kapoor plays an iense role of singh feminists this is misogyny patriarchy male dominance chauvinist supremacist l l,1
a big salute to jahangir vai,0
ranga billa orgy pals of arundhuti kutiya,2
shwetabh bhai should be declared as the person of national importance,0
friendship krogi pratik borade fans like here,0
misoginist sexist dogs are barking in comment section,2
arundathi roy is not just a migraine but a cancer to our coury you may die a cruel death,2
in debates like this please keep only one mike on at a time say for one minute each time this man chetan is not allowing madhu kishwar to speak if many people talk simultaneously the viewers cannot make out who is talking what i watched it for only for a few minutes i wa to close it there is no purpose in watching such cacophony anymore,0
stop exargerating feminism feminism is about protecting women in despair but of course u ha to exergerate looking down upon its real goal to pro your poi is just disgusting,2
can u gi kgf movie review becoz u ha e kgf trailer review sooo,0
ranga billa arundhati roy ranga billa rahul gandhi ranga billa soniagandhi ranga billa owassi etc etc etc,0
arundhati had ner been a bootlicker of any political leader the publicity ages of the people in power can t en imagine her courage and honesty,0
i am surprised prateek that you liked kabir singh a film where the protagonist does not respect women and thinks it is his birth right to choose a girl in his college and the girl should meekly surrender to his lo in my case smacks of misogyny it s not about liberals or iellectual but the trailer itself puts me off that i didn t wa to watch the movie i would happily miss watching this movie because a man cannot beha like this he cannot beha like he owns a woman,2
by using this trick they are trying to divide us,1
lo you sahid kapoor,0
these meal congress paid leftist so call iellectuals thinking hindustan is a jock these group will be behind bar or will be eliminated before just wait this govt will not spare,0
wow that s cool bcz i lo all lesbians gays they are more spacial than uh in my opinion so i support them cz i respect them bt i m a lesbian,0
is this a debate,0
i hate ranu mandal,2
www youtube com watch v j j sssp yq t m s sabarimala respect from kerala bhai,0
best topic for law studes,0
yea i agree with u,0
nice n u boys acting,0
tupperware wala bottle bhai,0
they will know in elections when we vote for modi gornme in majority,0
plsssss make a review on tamil movie romeo juliet,0
won my heart brother very beautifully explained,0
these are the same people who would ha hailed the us social security number system as efficie and the eu system of deporting illegal immigras as revolutionary hypocrites,0
indeed shwetabh as u said its been or years bollywood industry is not doing well i watch only biopics and yes the movie dosti used to watch many times that theme should be directed today having meaningful songs,0
who wa india to bleed who is desperately trying to de citizen muslims of india first it was demonetisation where they stole all the saving of millions people now they are going to steal the ideity of millions of people next they will be targeting bank accous of millions of people after that they will target the homes and dignity then they will target lis of millions of people this way they are going to increase gdp and make the nation io a trillion dollar economy woooov,0
let the fools be bro they only enjoy porn like veere di wedding and brand it feminism,2
you re mohs late,0
talk about joker brother,0
kubh sundar ov vdromohela,0
i wa to fuck ranu,2
singh but timing matters bro cool,0
and sunglass that he used here in my coury nepal shopkeeper sell that sunglass as hotpiece writes outside the shop in poster as kabir singh ko chasma yaha paienxa kabir sing glass will be available here,0
first of all u need to understand the story line i feel u can t stand that south directors or actors are doing so well first check wat shit u are saying go ha coffee n chill,2
will blockbuster kabir yes like no comme all the best shahid ji from rebal star prabhas fans,0
ok ok but why so many abusi words,0
why your beard is half trimmed on one side,0
can t agree more,0
why di u took pragya thakur s name because of people having meality like u my coury is getting spolied,2
she is social polluta she should be arrested as quick as possible,2
change the name to sangi channel other than republic,0
i hate face famanisam,2
hit like for shwetabh gangwar,0
damn high he is behaving normal,0
allowing homosexuals in army is like playing with poisonous snakes u might not know when they will bite u i belie if homosexuals allowed in army they will become enemies of india,0
arokum mohila ry bed,1
hey brother first it s strong punch to bollywood garbage movies i understand your poi there is one topic i wish you would cor if you think ieresting which is curre political situation of our coury i think we are democratic couy but it s feel like majority of people worshiping one person other dumb ass netas just do there own hypocritic stuff so which will not mea to helpful for people of our coury so what s your opinion that s my request lot s of lo brother,0
disney s pixar s up movie review,0
india has to lay strict rule for ai indian agenda people and leaders misleading the ignora fanatic citizens,0
arnab is no longer the same anchor he used to be before republic tv i t like watching him anymore ry bias news anchor,0
is it possible wtf is this showing,0
shame on this lady kick her out of our country immediately,0
best line of this video is www youtube com watch v n zmfqmzos t m s to www youtube com watch v n zmfqmzos t m s,0
plz make joker movie review sir,0
market earn profit god bless all indians,0
well good lesson to a professionals gornme police judge feminist media etc don t gi your life try to kill terrorists as much as possible,1
kishor where ha you seen men being something else,0
this is the video we all were waiting for,0
can you pls review some pakistani dramas or movies,0
we can understand people like her have their own stumoc to fill and need something to do for their livelihood but better they search for other decent business for their livelihood,0
personality of a beggar lasts with her him en if after he she becomes rich ranu is still a beggar from within,2
arnab are you a journalist who is saying he is journalist who are they people what does mean by demon is they are democrats people s she can ha her own poi of view so why,0
rx movie par ek analysis please,0
voice copy with taza news,0
we need men to protect us not dick licking idiots in army,0
send her to rehabilitation ceer,0
videos in day holy shit,0
three people are speaking same time,0
zabardast video pratik lo the video the way you exposed the feminists i really lod it people should know the reality of this stupid nonsense called feminism peace out,2
just take it time pass nothing else,0
ya he is the only who talks sense on you tube,0
proud of being a muslim and a pakistani indian human are out of my mind lol pakistan zindabad,1
hello how r u,0
rajdeep and arundhati roy both are urban naxals,2
we would lo to hear,0
a roy must be funded ry heavily that why she has time to spread hate in this beautiful coury india,0
she is a communist fm kerala she should be working in yemen or afganistan and not in india she los media appearance she lo to stay in india because the hindus are ry tolera people,0
arundhati roy must be killed,2
she is openly declaring that indian parliame is unconstitutional her place is jail,0
simple the film is showing that they are also women who like flawed abusi men ha we not seen these women en in our own families father is abusi but mother keeps quiet and lis by him regardless because she los him actually the lo of the women here is far more than the men in this film the female character she see gabir beyond his flaw that s what the film is about that s why we need to see lo beyond flaws so gabir singh with with all his flawed character there was a women who still liked him that s why some people liked it there were already many films like this already made in tamil films or the last decade the idea was to appeal the audience with a male dominated character to show how an angry person who lis a gal madly and has changed or the time the only film that showed this ry sensibly was acted by surya in the film mohabbat ke dushman another film was acted by vikram in tamil film called sethu which was ree in hindi by salman khan in tere naam gabir singh is actually a rip off from these two characters nothing more also the female characters was also rip off from the female characters from these two films who were timid characters so here you go the director got the idea of writing arjun reddy from these two films,0
thank you for making this video brother i was waiting for this review i didnot watch this movie but i saw few review on youtube where as you said they are juding the character at one poi i en agreed at few pois bcz in the songs two scenes i too dislike yes i agree but after watching your video now i understood and out of this confusion hope you make more such videos in future,0
the woman looks like a witch incarnate,0
thats what she arundhati thinks about her followers that they are kuttas who follow her with sticking there toung outside there mouth unfortunately her followers do it proudly,1
break the chainzz dude,0
great job well e,0
lo you vaiya nice video i lo you,0
men are not abo women but the opposite is also true we are equal,0
bhai tere naam was best film abo and arjun reddy because in the end tere naam showed the consequences what happened to radhe not like these arjun reddy and kabir singh os is temporary but radhe is permane,0
i literally saw one of my junior s watsapp status where he has written that kabir sing movie has inspired him a lot when i asked him what was inspiring his reply shocked me he told me that he liked the way kabir lod that girl,0
www youtube com watch v vyvfchjfw,0
i m also a lesbian girl and i m proud of myself,0
there is a saying two pair of breasts connot be in the same room,0
we all knew that the movie was a little or the top the main issue was the selecti outrage from the feminist brigade they critise certain movies that potray male lead characters as domina and vile but at the same time they encourage toxic female behaviours in movies who treats her male couerparts as crap shit we somehow had to defend kabir singh there was no other way around,1
not for dis time,0
we will not going to show any documes to govt we will see what they can do the motherf ker bjp,0
honest review and a tight slap for so called feminist lo from jaipur rajasthan,2
kasturi smells so bad,0
mashallah islam dermo it,0
arundhati kutiya not lesbian she is being well fu led by mollas but that kasturi looks more like a hijra,2
farhad yes i also agree with u,0
actually ery bollywood crap is criticized here t worry,0
bhagat these gays and lesbos are basically opposing the laws of nature,0
why do you gi any credence to roy make her irreleva by not inviting her to your shows you are also in colpable if you invite rotten characters on your program she is relava because of your channel,0
where is review you are totally correct but talk about movie acting and direction,1
agree with you nowadays femisnists do such things just to get atteion,1
i am man and with feminists,0
rajdeep it is easy to say something but you should understand the gravity of issuse like this,1
most of bengalis todays are beiman ranumondal she has no any label actually origilnaly her status is beger vikhari,2
hai call me i am also too gay,0
ek problem hai main pares ke saath nahi dekh payunga,0
this idiot is giving ideas to loose citizenship,0
en i watched the movie and i had similar thoughts but the only appreciable part was shahid s acting,0
finally most aicipated video of shwetabh sir,0
brother one more question why do u think being homosexual or gay or lesbian is not wrong is it because of their disabilities or because of their choice or something else,0
oh god i m ry glad to find this one i thought that i m the only one but i realize now it s not jobhi kaha hai iss video mein mai usse pura agree hu agar log aise movies dekke ye soch rahehe kabir sigh character kohi follow karenge agar koi agar sochrha hai toh bohat harmful hoga jo sochrha hai ki mai kabir singh banuga fact now these days many people t follow themself they follow only like this kind of movies and they takes the wrong step to become like someone but the truth is you t need to be become like someone or something just follow on your own path i know my english is bad i know i just waed to share my thoughts i m year old i m not so much mature to gi those opinions but seriously kabir singh ner teach us what is actual life,0
vai good i am happy to you,0
critics be like tere naam awesome sanju awsmome kabir singh toxic masculinity misogynistic wah bc,2
what nonsense neha flobia are talking,1
sony i m from cg n u,0
jadhav ya if dat is the case then the loser aashiques all or india are cool dose unemployed men who drink alcohol and beat thier working wis are also cool quit bullshiting mate m sure dat not en alcohol can cure ur lack of personality,0
atriyabag www youtube com results search query atriyabag best video,0
hahaha i likee u guyss,0
bhai absolutely lod this video well said,0
you told my mind s taking it s right,0
yeah seriously it s totally wrong,1
i m not trying to be feminist or so called liberal but cinema influence youth i t say dark character should not be shown in movies but showing its consequences is necessary too the problem with is not with the negativity of the character but with the people buying io the negativity people are proclaiming him the hero and is glorifying him as an inspiration kabir treated peeeti as his toy his bandi kabir at no poi asks preeti for her conse regarding his forcing her to be io relationship with him which can mislead many men too en lots of girls will find it cute too imagine a kabir singh in your life my problem is not with the movie or character but the character is so real that it can lead to birth of so many kabir singh in real life which is regressi to the society the character is celebrated as a romaic lead which is dangerous if subjected to real life people are finding his actions his abuse hus anger cool his negativity is celebrated but thats really wrong his character is so real that it can provoke men in our coury kabir singh is a masterpiece acting is fabulous but in reality i t support such person but today s youth especially boys will consider this cool heroic which is a threat also if you guys ha any problem with my opinion watch the episode of satyamev jayate on masculinity maybe it may open your eyes,1
why so many youtube ads in your chanel,0
what a start of the video jokes apart please make a video on how to not get influenced by movies and also make a review on sanju movie i know it s too late but please by the way nice facts,0
u r real man i think i lo u will you marry me,0
i liked section rules so i also wa guys lo me,0
i lo you ji,0
sir you ha guts that s why i like you so much you are so honest person,0
i think we should not term them as feminists because feminists in the world history ha made a lot of coributions in their feminism was in the society beacuse of which we are here right now so calling these creatures as feminists would be an insult and misuse of the word they are misusing the word for creating their own image and profit,1
bhai plzzz gi review n ur opinion on joker movie,0
lesbian rocks i hope the nepal also ha this rule,0
make movie on ram only then indians will get inspired as per you and society will be perfect chutiya analysis,1
these people wa our coury be destroyed they only wa violence and destruction in the coury,0
i am a man but i am a lesbian by heart and i was born like that so any lesbian girl who ll be ierested,1
kabir is synonymous to ery rickshawallah who drink and and beat their wife are sex addicts and sulk when their wis lea them wonder why people do make movies on them,2
beauty thumbs up for you,0
yeah right because tigers can sign a legal coract idiot besides decriminalizing gay sex doesn t mean gay marriage is legal yet,1
preeti was a dumbfuck,2
darshan raval can i ask why,0
beautiful thank u vai thanku,0
the problem lies in the fact ki banda pyaar me dil todwaane ke pehle bhi waisa hi tha random slaps are not heroic whether coming from a man or woman and there is no conse at knife poi,1
well women rule majority of households en a saying goes women r always right man should listen to wife etc so why not complain about toxic feminity,2
great review i agree with ur poi of view sir,0
nice t shirt sri,0
toy story review sir please,0
taaaliiii www youtube com results search query taaaliiii for saaririk www youtube com results search query saaririk sambandhhh www youtube com results search query sambandhhh,0
or maybe loud mouth kutta,2
you re right vaiya,0
she can call herself kung fu kutti,2
please read bible my friend god has a message for you in it stop chasing girls or money in your life gi god a chance in your life if any of you wa a free hindi or english bible on your postal address please ping here please watch this video youtu be cps hdpm tu,0
yes i am full agree sir,0
blind law foolish law,1
the girl s part is best in the end,0
potraying a character honestly depicting his facial expressions and mannerism properly having a minimalist dailgoues showing sere consequences on his wrong doings let them visuals talking in screenplay makes a character real not by being weak or strong looking dumb or looking superior all people are not like that i ha seen far weaker character than priya and more destructi character than kabir in real life surrealism is less wonderful than realism,0
you are absolutely right about,0
i am agree with u,0
sir share top movies which u think best for young generation pls,0
chutiya movie shahid betichod only care about sex kiara is also only wa sex jhatu movie,1
not ery film is suppose to be about patriotism and social message,0
you got my respect brother en the name bollywood implies that they are not en capable of thinking a name of the industry,0
i m waiting for the day they start adopting john wick action,0
this idiot doesn t en know the meaning of feminism first look at his t shirt that he s wearing this moron talks about feminism chutia,2
i lo you dada,0
very well said brother,0
thanks lo you sir,0
suzzana ar meal asylam is right place for her,0
kabir is a great film,0
what a vacuum minded witch product of may be so called ranga billa such mean people gets bookers award disgusting,1
seriously sir u r genius,0
thats true most of the indians are a bunch of emotional illiterates they fall in lo with a random foreigner reacting on shitty bollywood movies and a group of villagers are trending on youtube since last days by the grace of these bloody indians,1
hahahahahaa they vary funny lo it gays,0
i t think the hero is an escapist he faces the court and tell truth he accepts his deeds and faces the punishme he mod on and gi up his bad habits after his grandmother s death but not for the girl,0
good lession for women who lodge fake case,0
whater you say the scene where the guy says keep the fat girl with you they are the best chick for a beautiful girl was totally note needed,1
shahid is best actor,0
she is nothing but a public nuisance,0
please review age sai sreenivasa athreya telugu movie,0
this is gold well e dude,0
it s just a movie take it as an eertainme material don t try to make a publicity stu,1
who was joker movie review from mensutra,0
ery movie in bollywood is a musical no one gis a shit but hollywood s one musical becomes the best one er made,0
lkmka l leftist these should be kich out,2
i t ha problem with the lo part of film but with the gross negligence in his profession that too as a doctor,1
kya baat bede so happy this is a singh roast yes finnaly,0
shwetabh is backkk go titans,0
kapil you do that in america you will go to deteion camp if you are lucky you might end up in gitmo,0
abey yaar i liked it as a movie that doesn t mean i ll follow it amd become a drug addict yes i got inspired by the movie to become a topper excel in sports and concerate on career despite having personal problems being frank and knowing the value of a relationship agar tughe buree cheezon se inspire hona hain tho it s your choice,0
are you trying to say joker has more toxicity than kabir,0
what the fucking mohila,2
totally agreed fuck the liberals,2
there is not one line in this video that i t aggressily agree with lots of praise,0
abusing woman is a family value,0
you happy now if you happy no problem t thinking for nasir ok i will respect you i wa to married you if you wa call me my what s app number but if you wa me t think nasir i like you really you are so beautiful,0
sg yup i know hence i didn t focus much about the movie other than just stating there s nothing about domestic violence or assault but yeah just protagonist having rage ruining his own life with it that s it anyways good u understood as there r people biased with ideologies like its fair to fight with siblings but not with our couerpart whom we r in relationship with which i t understand as both r lod ones we can be hower we wa as long as there s understanding,1
thanks man i ner saw from this perspecti,0
being honest i didn t get en a single letter,0
subscried u said erything thing right but bottom line is that these indians mind set ner changes,0
please close this chapter ry disgusting lady,2
i wa top guys ierest ppls call me,0
you re right shwetabh ayushman is great future of bollywood,0
hitesh kumar our coury is full of feminists some of them hide there face in the mask of gender equality,1
earlier your movie review used to movie review now a days its more about liberals and feminist please try and keep reviews as reviews,1
not comparing but en nice movies like na peru surya na illu india will hurt feminists for showing so called toxic masculinity a man facing the problem with anger manageme toxic masculinity since when do they wa all the men to become effeminate feminists hate logic and reasoning for sure thats y i stay away from females and i ha no remorse for it waiting for sjws to get invold in keyboard war by replying me with some shaming language i won t retaliate,2
such a good movie,0
thank you for enlightening us,0
only gangs of wasseypur was realistic movie hit like if u r agree,0
this video should be in trending,0
preeti is the ideal woman according to ery kabir singh out there no wonder that dumb director wrote her that way then he s surprised why feminists are pissed,1
please share your opinion fight club and dark knight quotes,0
enough in the name of freedom of expression such misusers must be brought to books,0
arundhati roy has captured the land of adiwasi iisko dekhna parega urban naxal,0
thanks for showing mensutra word in starting,0
supreme court knows how wife misuse law,1
shwetabh fan hit like,0
manjee chakshu ji nd akhil ji fab,0
hi pratik hope you are doing well call it a coincidence or anything i came across a designer liberal page criticising kabir singh for misogyny frankly speaking i ha seen only arjun reddy and i was unable to find single trace of misogyny anywhere if these people were so concerned about women there will call out real tharkis in our coury but anyway they like veere di wedding and more shots please so better neglect them and let them whine like babies lod the couple arjun and deepthi kabir and priti movie is top class keep up the good work,1
chandniee toushare aillengare because she is from kerala here people ha brain and most of the time they using it you may not understand,0
best video i saw today,0
u said true bro this talk is to most of the fanpages on social media,0
who else did en considered watching after watching its trailer,0
yes sir its a good movie i watched it yesterday and shahid is mind blowing,0
kabir singh best lo story er,0
bro please make a video on bigboss www youtube com results search query bigboss craziness,0
en pakistan has this law you should know,0
bollywood movie makers copy paste profit and making indians chutiya oh they already are just gi them a copy paste and these assholes will laugh like a nigha in theatres,1
youtu be ulujenq jcg hey guys i ha a video about aspects on kabir singh already moh ago kindly test my aspect also your participation z appreciable,0
guys check out this documeary called the red pill it shows the state of mens rights in couries like us,0
youtu be jtf l h q i,0
kabir singh inspired man kills girl way co mjy mji nq see this how a man is so inspired by the kabir singh personality,1
kabir singh was pure lo story kabir did erything out of lo,0
amazing new video www youtube com watch v s g w ntcvq app desktop www youtube com watch v s g w ntcvq app desktop,0
hi sexc fov sex hot,0
choudhari i lo you ji,0
she is faastic taleed singer god bless her for her bright future,0
she was not at fault it conyed a ry wrong msg or i would say video was too short that it was not able to cor ery aspect,0
u r too good sir,0
spoiler alert at www youtube com watch v n zmfqmzos t m s,0
plz watch telugu film age sai srinivas athreya in prime,0
the writer created a monster character and he is not a good guy at all but the worst part he was rewarded with a girl,1
ohebookshelf sexual relationships between members of the same sex hower expose gays lesbians and bisexuals to extreme risks of sexually transmitted diseases stds physical injuries meal disorders and en a shortened life span u can drill on each issues which i meioned abo,0
tht uncle who is shown at www youtube com watch v zzsaudkxq m t m s looks like those uncle pedo s who fucks lil boys from his family,1
jihadis christian missionary urban naxals all are coming together to lie fool one writes garbage in wapo nyt other promotes on social media rd gi cor fire through lawyers ndtv studios,0
i loved the character of that girls and you were also awesome bro,0
best solution of false a,0
all it takes is one malayali woman to bring down the eire nation,1
i wa to ask singer like sona mohapatra but tell me one thing when u sang bedardi raja zara paas to aaja were u singing lulaby what were u promoting i liked the song nice voice nice beats that s it u must ha put your best to sing the song and remember ur husband mr ram sampath creating music for delhi belly rember the bhaag dk bose song what was he promoting shahid kapoor has acted brillialy praise his acting skills the same way u took the accolades for ur song going by your logic people who watched gangs of wasseypur they must ha gone on a killing spree using filthy language smoking weed,1
don t glean this from movies anger or the dark knight or titanic can t be real bro,0
she is provoking peoples against gornme by saying we should not gi remaining years time to curre gornme she is a thread to national security opinion are welcome but without any significa proofs you can t say anything we support bjp modi ji in ery possible manner,1
ms roy should ha been arrested immediately when she is eicing people in the public,0
it s not true but yeah due to too much indecency of women in society and the way media using them as an object or piece of meat to seduce men many men also are running behind these girls to lick them at least you are not their target but those men who became monster watching this nudity and lost corol or themsels you can be target for them each fuckbois do not see whether you are simple girl or bold they just was your body so take care values of women and respect for them are getting down day by day in future may be maximum men would became fuckbois just because of this obscenities all around today it s hard to find a genuine girl or boy,2
this is really great job this what happen when innoce man charged,0
youtu be aqhna qjtly,0
am also lesbian who is single i wa a girlfriend soo much,0
bro please do a movie review of the joker,0
sucharita from not a movie review you tube channel and its viewers should watch this video,0
bro i am watching yo first time and you wo belea that you was looking like jaani dushman villan,1
toxic feminism is the best comedy er happened to the world and now india has it too so let s ha fun with it,1
we are losing our traditional festivals the cause is fucking liberal,2
ad hominem latin for to the person short for argumeum ad hominem typically refers to a fallacious argumeati strategy whereby genuine discussion of the topic at hand is avoided by instead attacking the character moti or other attribute of the person making the argume,0
